glat	glng	gmap_color	gaddress	current_rent	current_assessment	assessment_to_rent_ratio	BaseValue_Year	lagov	screenshot
33.9144705	-118.3190391	#7295f4	13007 Spinning Ave, Gardena, CA 90249, USA	4650.0	560944.0	120.63	2017	https://portal.assessor.lacounty.gov/parceldetail/4060014023	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-28/13007_Spinning_Ave,_Gardena,_CA_90249,_USA.png
34.016209	-117.7931745	#5e7de7	659 Pantera Dr, Diamond Bar, CA 91765, USA	4950.0	841674.0	170.04	2020	https://portal.assessor.lacounty.gov/parceldetail/8281044079	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-31/659_Pantera_Dr,_Diamond_Bar,_CA_91765,_USA.png
34.09761	-118.25668	#9abbff	2296 Hidalgo Ave, Los Angeles, CA 90039, USA	6500.0	741065.0	114.01	2011	https://portal.assessor.lacounty.gov/parceldetail/5440007011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/2296_Hidalgo_Ave,_Los_Angeles,_CA_90039,_USA.png
33.8193594	-118.1060188	#d8dce2	3441 Iroquois Ave, Long Beach, CA 90808, USA	5100.0	433463.0	84.99	2001	https://portal.assessor.lacounty.gov/parceldetail/7072023020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/3441_Iroquois_Ave,_Long_Beach,_CA_90808,_USA.png
33.9194448	-118.038988	#ba162b	13739 Saranac Dr, Whittier, CA 90605, USA	3500.0	76128.0	21.75	1975	https://portal.assessor.lacounty.gov/parceldetail/8028027008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/13739_Saranac_Dr,_Whittier,_CA_90605,_USA.png
33.9652196	-118.0352398	#516ddb	8171 Washington Ave, Whittier, CA 90602, USA	3000.0	521581.0	173.86	2022	https://portal.assessor.lacounty.gov/parceldetail/8141033007	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/8171_Washington_Ave,_Whittier,_CA_90602,_USA.png
33.9497883	-118.2504611	#ead4c8	9519 Parmelee Ave, Los Angeles, CA 90002, USA	4300.0	189611.0	44.1	1997	https://portal.assessor.lacounty.gov/parceldetail/6049010026	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/9519_Parmelee_Ave,_Los_Angeles,_CA_90002,_USA.png
33.9578157	-118.2885698	#eed0c0	858 W 88th St, Los Angeles, CA 90044, USA	2500.0	187269.0	74.91	1996	https://portal.assessor.lacounty.gov/parceldetail/6038018014	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/858_W_88th_St,_Los_Angeles,_CA_90044,_USA.png
34.1407208	-117.7669513	#516ddb	6666 Tamarisk Dr, La Verne, CA 91750, USA	4800.0	1388933.0	289.36	2022	https://portal.assessor.lacounty.gov/parceldetail/8678047005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/6666_Tamarisk_Dr,_La_Verne,_CA_91750,_USA.png
34.1507808	-117.9342137	#e6d7cf	3343 Tannencrest Dr, Duarte, CA 91010, USA	2200.0	273928.0	124.51	1998	https://portal.assessor.lacounty.gov/parceldetail/8610017037	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/3343_Tannencrest_Dr,_Duarte,_CA_91010,_USA.png
34.1060355	-118.0275734	#516ddb	11143 Daneswood Dr, Arcadia, CA 91006, USA	4000.0	853127.0	213.28	2022	https://portal.assessor.lacounty.gov/parceldetail/8573026020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/11143_Daneswood_Dr,_Arcadia,_CA_91006,_USA.png
34.1408433	-117.9510844	#80a3fa	2450 Hideaway Ln, Duarte, CA 91010, USA	3800.0	590311.0	155.34	2015	https://portal.assessor.lacounty.gov/parceldetail/8604006016	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/2450_Hideaway_Ln,_Duarte,_CA_91010,_USA.png
34.1435198	-117.8625385	#516ddb	504 N Wabash Ave, Glendora, CA 91741, USA	4500.0	984218.0	218.72	2022	https://portal.assessor.lacounty.gov/parceldetail/8647006019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/504_N_Wabash_Ave,_Glendora,_CA_91741,_USA.png
33.9128567	-118.3545632	#ba162b	4479 W 132nd St, Hawthorne, CA 90250, USA	3600.0	65312.0	18.14	1975	https://portal.assessor.lacounty.gov/parceldetail/4042026005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/4479_W_132nd_St,_Hawthorne,_CA_90250,_USA.png
34.0218385	-118.3586847	#f5a081	5183 Obama Blvd, Los Angeles, CA 90016, USA	7000.0	434292.0	62.04	1988	https://portal.assessor.lacounty.gov/parceldetail/5047007018	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/5183_Obama_Blvd,_Los_Angeles,_CA_90016,_USA.png
33.9350804	-118.3333521	#bbd1f8	3511 W 111th St, Inglewood, CA 90303, USA	3100.0	602885.0	194.48	2006	https://portal.assessor.lacounty.gov/parceldetail/4031009008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/3511_W_111th_St,_Inglewood,_CA_90303,_USA.png
34.212401	-118.3787747	#6b8df0	7806 Tujunga Ave, North Hollywood, CA 91605, USA	4090.0	680463.0	166.37	2018	https://portal.assessor.lacounty.gov/parceldetail/2314010019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/7806_Tujunga_Ave,_North_Hollywood,_CA_91605,_USA.png
33.8677154	-118.3929645	#ba162b	837 17th St, Hermosa Beach, CA 90254, USA	6500.0	138151.0	21.25	1975	https://portal.assessor.lacounty.gov/parceldetail/4185002012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/837_17th_St,_Hermosa_Beach,_CA_90254,_USA.png
33.9005949	-118.3978657	#e46e56	3516 Elm Ave, Manhattan Beach, CA 90266, USA	8000.0	416389.0	52.05	1982	https://portal.assessor.lacounty.gov/parceldetail/4173007010	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/3516_Elm_Ave,_Manhattan_Beach,_CA_90266,_USA.png
33.7853946	-118.3965994	#6b8df0	1409 Vía Arco, Palos Verdes Estates, CA 90274, USA	18800.0	5306520.0	282.26	2018	https://portal.assessor.lacounty.gov/parceldetail/7544022007	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/1409_Vía_Arco,_Palos_Verdes_Estates,_CA_90274,_USA.png
33.9008898	-118.4041472	#80a3fa	3528 Laurel Ave, Manhattan Beach, CA 90266, USA	6800.0	536852.0	78.95	2015	https://portal.assessor.lacounty.gov/parceldetail/4174003008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/3528_Laurel_Ave,_Manhattan_Beach,_CA_90266,_USA.png
34.2072027	-118.1830212	#ba162b	334 Mellow Ln, La Cañada Flintridge, CA 91011, USA	9600.0	133097.0	13.86	1975	https://portal.assessor.lacounty.gov/parceldetail/5817013019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-21/334_Mellow_Ln,_La_Cañada_Flintridge,_CA_91011,_USA.png
34.195108	-118.3061397	#ead4c8	801 N Bel Aire Dr, Burbank, CA 91501, USA	6560.0	302672.0	46.14	1997	https://portal.assessor.lacounty.gov/parceldetail/2470018036	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-21/801_N_Bel_Aire_Dr,_Burbank,_CA_91501,_USA.png
34.0695955	-118.2860668	#4b64d5	221 S Commonwealth Ave, Los Angeles, CA 90004, USA	5700.0	234784.0	41.19	2023	https://portal.assessor.lacounty.gov/parceldetail/5501004004	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-21/221_S_Commonwealth_Ave,_Los_Angeles,_CA_90004,_USA.png
34.1169143	-118.3242902	#4b64d5	2637 Creston Dr, Los Angeles, CA 90068, USA	15000.0	1938000.0	129.2	2023	https://portal.assessor.lacounty.gov/parceldetail/5585011005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-21/2637_Creston_Dr,_Los_Angeles,_CA_90068,_USA.png
34.0773739	-118.3047455	#5875e1	339 N Harvard Blvd, Los Angeles, CA 90004, USA	3595.0	2653020.0	737.97	2021	https://portal.assessor.lacounty.gov/parceldetail/5521031012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-21/339_N_Harvard_Blvd,_Los_Angeles,_CA_90004,_USA.png
34.1080153	-118.3904424	#9abbff	9016 Wonderland Ave, Los Angeles, CA 90046, USA	9999.0	1161843.0	116.2	2011	https://portal.assessor.lacounty.gov/parceldetail/5563001028	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-03-22/9016_Wonderland_Ave,_Los_Angeles,_CA_90046,_USA.png
34.1515362	-118.53031	#516ddb	18310 Karen Dr, Tarzana, CA 91356, USA	7500.0	1966356.0	262.18	2022	https://portal.assessor.lacounty.gov/parceldetail/2184011012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/18310_Karen_Dr,_Tarzana,_CA_91356,_USA.png
34.1498077	-118.4593877	#ba162b	14944 Greenleaf St, Sherman Oaks, CA 91403, USA	6950.0	117733.0	16.94	1975	https://portal.assessor.lacounty.gov/parceldetail/2276019011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/14944_Greenleaf_St,_Sherman_Oaks,_CA_91403,_USA.png
34.1633864	-118.5902733	#f29274	5092 Marmol Dr, Woodland Hills, CA 91364, USA	6000.0	492941.0	82.16	1986	https://portal.assessor.lacounty.gov/parceldetail/2167016030	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/5092_Marmol_Dr,_Woodland_Hills,_CA_91364,_USA.png
34.0572732	-118.4202753	#f5c1a9	1904 Fox Hills Dr, Los Angeles, CA 90025, USA	8750.0	702927.0	80.33	1993	https://portal.assessor.lacounty.gov/parceldetail/4319011008	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/1904_Fox_Hills_Dr,_Los_Angeles,_CA_90025,_USA.png
34.057711	-118.409178	#8db0fe	439 S Spalding Dr, Beverly Hills, CA 90212, USA	39000.0	1810914.0	46.43	2013	https://portal.assessor.lacounty.gov/parceldetail/4330002001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/439_S_Spalding_Dr,_Beverly_Hills,_CA_90212,_USA.png
34.0133544	-118.4477039	#f5c1a9	12689 Stanwood Dr, Los Angeles, CA 90066, USA	8600.0	491200.0	57.12	1993	https://portal.assessor.lacounty.gov/parceldetail/4247003019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/12689_Stanwood_Dr,_Los_Angeles,_CA_90066,_USA.png
34.1504102	-118.5422659	#dddcdc	4335 Jubilo Dr, Tarzana, CA 91356, USA	13900.0	1304718.0	93.86	2000	https://portal.assessor.lacounty.gov/parceldetail/2177021033	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/4335_Jubilo_Dr,_Tarzana,_CA_91356,_USA.png
34.2612966	-118.4875867	#7295f4	16309 San Jose St, Granada Hills, CA 91344, USA	4410.0	720239.0	163.32	2017	https://portal.assessor.lacounty.gov/parceldetail/2679020039	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/16309_San_Jose_St,_Granada_Hills,_CA_91344,_USA.png
34.2420398	-118.5392525	#3f53c6	18627 Gledhill St, Northridge, CA 91324, USA	4500.0	612700.0	136.16	2025	https://portal.assessor.lacounty.gov/parceldetail/2763005014	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/18627_Gledhill_St,_Northridge,_CA_91324,_USA.png
33.8627478	-118.3841361	#799cf8	1105 Stanford Ave, Redondo Beach, CA 90278, USA	4095.0	847219.0	206.89	2016	https://portal.assessor.lacounty.gov/parceldetail/4161021021	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-01/1105_Stanford_Ave,_Redondo_Beach,_CA_90278,_USA.png
34.0148359	-118.4155988	#6b8df0	3755 Tilden Ave, Los Angeles, CA 90034, USA	11500.0	1896377.0	164.9	2018	https://portal.assessor.lacounty.gov/parceldetail/4252008005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/3755_Tilden_Ave,_Los_Angeles,_CA_90034,_USA.png
34.0253447	-118.4403395	#8db0fe	2718 S Barrington Ave, Los Angeles, CA 90064, USA	3000.0	802833.0	267.61	2013	https://portal.assessor.lacounty.gov/parceldetail/4258008004	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/2718_S_Barrington_Ave,_Los_Angeles,_CA_90064,_USA.png
34.1035495	-118.3784648	#516ddb	8581 Cole Crest Dr, Los Angeles, CA 90046, USA	9950.0	1924740.0	193.44	2022	https://portal.assessor.lacounty.gov/parceldetail/5556014030	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/8581_Cole_Crest_Dr,_Los_Angeles,_CA_90046,_USA.png
34.0989202	-118.3882277	#dddcdc	1503 Skylark Ln, Los Angeles, CA 90069, USA	13500.0	1273266.0	94.32	2000	https://portal.assessor.lacounty.gov/parceldetail/5561004019	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1503_Skylark_Ln,_Los_Angeles,_CA_90069,_USA.png
34.144377	-118.5954348	#f1ccb8	21215 Escondido St, Woodland Hills, CA 91364, USA	11000.0	448723.0	40.79	1995	https://portal.assessor.lacounty.gov/parceldetail/2172033061	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/21215_Escondido_St,_Woodland_Hills,_CA_91364,_USA.png
33.8162771	-118.3810555	#6b8df0	138 Paseo De Gracia, Redondo Beach, CA 90277, USA	15000.0	1948259.0	129.88	2018	https://portal.assessor.lacounty.gov/parceldetail/7514005015	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/138_Paseo_De_Gracia,_Redondo_Beach,_CA_90277,_USA.png
34.2262317	-118.3685398	#86a9fc	8634 Norris Ave, Sun Valley, CA 91352, USA	3400.0	372555.0	109.58	2014	https://portal.assessor.lacounty.gov/parceldetail/2408011011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/8634_Norris_Ave,_Sun_Valley,_CA_91352,_USA.png
33.8291439	-118.3244034	#7295f4	1800 Oak St UNIT 421, Torrance, CA 90501, USA	3750.0	728203.0	194.19	2017	https://portal.assessor.lacounty.gov/parceldetail/7359039146	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1800_Oak_St_UNIT_421,_Torrance,_CA_90501,_USA.png
33.8077388	-118.3137829	#f3c7b1	23821 Stanhurst Ave, Torrance, CA 90501, USA	5800.0	481549.0	83.03	1994	https://portal.assessor.lacounty.gov/parceldetail/7372001022	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/23821_Stanhurst_Ave,_Torrance,_CA_90501,_USA.png
34.1787847	-118.272552	#516ddb	1866 Idlewood Rd, Glendale, CA 91202, USA	13950.0	1850871.0	132.68	2022	https://portal.assessor.lacounty.gov/parceldetail/5630006018	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1866_Idlewood_Rd,_Glendale,_CA_91202,_USA.png
33.8034241	-118.3186475	#4b64d5	2143 245th St, Lomita, CA 90717, USA	4600.0	841500.0	182.93	2023	https://portal.assessor.lacounty.gov/parceldetail/7374001073	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/2143_245th_St,_Lomita,_CA_90717,_USA.png
34.1913751	-118.6094409	#455cce	22135 Kittridge St, Woodland Hills, CA 91303, USA	4750.0	130470.0	27.47	2024	https://portal.assessor.lacounty.gov/parceldetail/2139015035	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/22135_Kittridge_St,_Woodland_Hills,_CA_91303,_USA.png
34.1514697	-118.4045852	#5e7de7	12442 Rye St, Studio City, CA 91604, USA	6000.0	1071126.0	178.52	2020	https://portal.assessor.lacounty.gov/parceldetail/2364016087	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/12442_Rye_St,_Studio_City,_CA_91604,_USA.png
34.1228106	-117.7301406	#f08a6c	869 St John Pl, Claremont, CA 91711, USA	2200.0	262823.0	119.46	1985	https://portal.assessor.lacounty.gov/parceldetail/8669008027	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/869_St_John_Pl,_Claremont,_CA_91711,_USA.png
34.1052652	-118.02277	#d8dce2	5517 Cochin Ave, Arcadia, CA 91006, USA	4050.0	353051.0	87.17	2001	https://portal.assessor.lacounty.gov/parceldetail/8572004030	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/5517_Cochin_Ave,_Arcadia,_CA_91006,_USA.png
34.0387363	-118.1399507	#6485ec	516 W Arlight St, Monterey Park, CA 91754, USA	3800.0	467607.0	123.05	2019	https://portal.assessor.lacounty.gov/parceldetail/5266012005	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/516_W_Arlight_St,_Monterey_Park,_CA_91754,_USA.png
33.9251335	-118.0885991	#bbd1f8	11802 Gard Ave #1, Norwalk, CA 90650, USA	3500.0	635899.0	181.69	2006	https://portal.assessor.lacounty.gov/parceldetail/8018010001	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/11802_Gard_Ave_#1,_Norwalk,_CA_90650,_USA.png
34.1787079	-118.1029522	#dddcdc	1891 N Roosevelt Ave, Altadena, CA 91001, USA	4600.0	403055.0	87.62	2000	https://portal.assessor.lacounty.gov/parceldetail/5854006036	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1891_N_Roosevelt_Ave,_Altadena,_CA_91001,_USA.png
34.1227475	-118.0912583	#516ddb	1430 Belhaven Rd, San Marino, CA 91108, USA	7000.0	1789487.0	255.64	2022	https://portal.assessor.lacounty.gov/parceldetail/5332003015	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1430_Belhaven_Rd,_San_Marino,_CA_91108,_USA.png
33.9611665	-118.1210282	#516ddb	9118 Brock Ave, Downey, CA 90240, USA	4200.0	858330.0	204.36	2022	https://portal.assessor.lacounty.gov/parceldetail/6364008011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/9118_Brock_Ave,_Downey,_CA_90240,_USA.png
34.1565079	-118.1723147	#455cce	659 Linda Vista Ave, Pasadena, CA 91103, USA	7500.0	1350000.0	180.0	2024	https://portal.assessor.lacounty.gov/parceldetail/5707011026	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/659_Linda_Vista_Ave,_Pasadena,_CA_91103,_USA.png
34.0008792	-117.9563152	#e6d7cf	16127 Sigman St, Hacienda Heights, CA 91745, USA	2050.0	295544.0	144.17	1998	https://portal.assessor.lacounty.gov/parceldetail/8243010015	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/16127_Sigman_St,_Hacienda_Heights,_CA_91745,_USA.png
34.0291286	-117.8058635	#93b5fe	415 N Platina Dr, Diamond Bar, CA 91765, USA	3980.0	400202.0	100.55	2012	https://portal.assessor.lacounty.gov/parceldetail/8703013023	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/415_N_Platina_Dr,_Diamond_Bar,_CA_91765,_USA.png
33.8553255	-118.1908176	#6b8df0	243 E Louise St, Long Beach, CA 90805, USA	3420.0	501980.0	146.78	2018	https://portal.assessor.lacounty.gov/parceldetail/7126031020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/243_E_Louise_St,_Long_Beach,_CA_90805,_USA.png
34.1277867	-117.8685554	#799cf8	633 S Pennsylvania Ave, Glendora, CA 91740, USA	3500.0	519936.0	148.55	2016	https://portal.assessor.lacounty.gov/parceldetail/8640004020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/633_S_Pennsylvania_Ave,_Glendora,_CA_91740,_USA.png
34.230562	-118.2469357	#cdd9ec	3117 Fairmount Ave, La Crescenta-Montrose, CA 91214, USA	3850.0	458830.0	119.18	2003	https://portal.assessor.lacounty.gov/parceldetail/5802008009	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/3117_Fairmount_Ave,_La_Crescenta-Montrose,_CA_91214,_USA.png
33.9922669	-117.8164442	#5875e1	1643 Silver Rain Dr, Diamond Bar, CA 91765, USA	4600.0	900963.0	195.86	2021	https://portal.assessor.lacounty.gov/parceldetail/8702018024	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/1643_Silver_Rain_Dr,_Diamond_Bar,_CA_91765,_USA.png
34.1819801	-118.225904	#7295f4	2401 N Verdugo Rd, Glendale, CA 91208, USA	5000.0	634905.0	126.98	2017	https://portal.assessor.lacounty.gov/parceldetail/5653016015	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/2401_N_Verdugo_Rd,_Glendale,_CA_91208,_USA.png
34.0369253	-118.2159707	#80a3fa	2230 Inez St, Los Angeles, CA 90023, USA	4350.0	299275.0	68.8	2015	https://portal.assessor.lacounty.gov/parceldetail/5183025011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/2230_Inez_St,_Los_Angeles,_CA_90023,_USA.png
34.1634308	-118.2096932	#dddcdc	2612 E Chevy Chase Dr, Glendale, CA 91206, USA	2000.0	557505.0	278.75	2000	https://portal.assessor.lacounty.gov/parceldetail/5662020018	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/2612_E_Chevy_Chase_Dr,_Glendale,_CA_91206,_USA.png
34.1059017	-118.219395	#c12b30	1722 Sunny Heights Dr, Los Angeles, CA 90065, USA	5500.0	109996.0	20.0	1976	https://portal.assessor.lacounty.gov/parceldetail/5464010049	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/1722_Sunny_Heights_Dr,_Los_Angeles,_CA_90065,_USA.png
34.0924809	-118.2261189	#dddcdc	2666 Maceo St, Los Angeles, CA 90065, USA	4050.0	161203.0	39.8	2000	https://portal.assessor.lacounty.gov/parceldetail/5453005040	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/2666_Maceo_St,_Los_Angeles,_CA_90065,_USA.png
34.0665551	-118.2688199	#516ddb	109 N Westlake Ave #2, Los Angeles, CA 90026, USA	7500.0	842724.0	112.36	2022	https://portal.assessor.lacounty.gov/parceldetail/5157026003	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/109_N_Westlake_Ave_#2,_Los_Angeles,_CA_90026,_USA.png
34.1727502	-118.2672103	#80a3fa	1611 Ridgeway Dr, Glendale, CA 91202, USA	9950.0	1007424.0	101.25	2015	https://portal.assessor.lacounty.gov/parceldetail/5629028013	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/1611_Ridgeway_Dr,_Glendale,_CA_91202,_USA.png
34.0865252	-118.2671568	#f3c7b1	2712 Berkeley Ave, Los Angeles, CA 90026, USA	4700.0	266579.0	56.72	1994	https://portal.assessor.lacounty.gov/parceldetail/5424007012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-02/2712_Berkeley_Ave,_Los_Angeles,_CA_90026,_USA.png
33.8000718	-118.397561	#3f53c6	417 Vía Almar, Palos Verdes Estates, CA 90274, USA	11000.0	265008.0	24.09	2025	https://portal.assessor.lacounty.gov/parceldetail/7540010002	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/417_Vía_Almar,_Palos_Verdes_Estates,_CA_90274,_USA.png
34.1680913	-118.4544693	#516ddb	5347 Natick Ave, Sherman Oaks, CA 91411, USA	20000.0	868733.0	43.44	2022	https://portal.assessor.lacounty.gov/parceldetail/2249018011	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/5347_Natick_Ave,_Sherman_Oaks,_CA_91411,_USA.png
34.2672122	-118.3167471	#e9785d	8429 Wentworth St, Sunland, CA 91040, USA	3950.0	200927.0	50.87	1983	https://portal.assessor.lacounty.gov/parceldetail/2551033042	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/8429_Wentworth_St,_Sunland,_CA_91040,_USA.png
33.7918576	-118.379727	#c12b30	5734 Wildbriar Dr, Rancho Palos Verdes, CA 90275, USA	5700.0	170786.0	29.96	1976	https://portal.assessor.lacounty.gov/parceldetail/7546027014	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/5734_Wildbriar_Dr,_Rancho_Palos_Verdes,_CA_90275,_USA.png
34.0230395	-118.7982248	#f3c7b1	28811 Pacific Coast Hwy, Malibu, CA 90265, USA	55000.0	999135.0	18.17	1994	https://portal.assessor.lacounty.gov/parceldetail/4467016016	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/28811_Pacific_Coast_Hwy,_Malibu,_CA_90265,_USA.png
34.1445161	-118.3749755	#516ddb	4177 Fair Ave, North Hollywood, CA 91602, USA	12499.0	1258884.0	100.72	2022	https://portal.assessor.lacounty.gov/parceldetail/2366028018	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/4177_Fair_Ave,_North_Hollywood,_CA_91602,_USA.png
33.8389768	-118.1234688	#6b8df0	4443 Briercrest Ave, Lakewood, CA 90713, USA	3600.0	602376.0	167.33	2018	https://portal.assessor.lacounty.gov/parceldetail/7178002009	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/4443_Briercrest_Ave,_Lakewood,_CA_90713,_USA.png
34.0151014	-118.2922884	#6485ec	3910 Wisconsin St, Los Angeles, CA 90037, USA	6750.0	710866.0	105.31	2019	https://portal.assessor.lacounty.gov/parceldetail/5037019025	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/3910_Wisconsin_St,_Los_Angeles,_CA_90037,_USA.png
34.6553181	-118.2484382	#9abbff	6634 Lime Rd, Lancaster, CA 93536, USA	3200.0	251201.0	78.5	2011	https://portal.assessor.lacounty.gov/parceldetail/3204070016	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/6634_Lime_Rd,_Lancaster,_CA_93536,_USA.png
33.9751862	-117.8404358	#a1c0ff	2811 Castle Rock Rd, Diamond Bar, CA 91765, USA	4000.0	518849.0	129.71	2010	https://portal.assessor.lacounty.gov/parceldetail/8285017020	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/2811_Castle_Rock_Rd,_Diamond_Bar,_CA_91765,_USA.png
34.0248185	-118.3020105	#455cce	1457 W 35th St, Los Angeles, CA 90018, USA	5350.0	557541.0	104.21	2024	https://portal.assessor.lacounty.gov/parceldetail/5041001012	https://rycpt-crawls.s3.us-west-2.amazonaws.com/padmapper-data/2025-04-07/1457_W_35th_St,_Los_Angeles,_CA_90018,_USA.png
